asset_id,hostname,os,department,type
AST001122,host-01122.corp.example,rhel-9,sales,vm
AST001123,host-01123.corp.example,rhel-9,sales,laptop
AST001124,host-01124.corp.example,macos-14,legal,container_host
AST001125,host-01125.corp.example,macos-14,sales,laptop
AST001126,host-01126.corp.example,windows-11,legal,laptop
AST001127,host-01127.corp.example,windows-11,hr,server
AST001128,host-01128.corp.example,macos-14,hr,vm
AST001129,host-01129.corp.example,windows-11,sales,container_host
AST001130,host-01130.corp.example,macos-14,finance,container_host
AST001131,host-01131.corp.example,macos-14,legal,vm
AST001132,host-01132.corp.example,rhel-9,sales,container_host
AST001133,host-01133.corp.example,rhel-9,sales,vm
AST001134,host-01134.corp.example,rhel-9,finance,vm
AST001135,host-01135.corp.example,macos-14,exec,container_host
AST001136,host-01136.corp.example,ubuntu-22,exec,laptop
AST001137,host-01137.corp.example,ubuntu-22,hr,server
AST001138,host-01138.corp.example,windows-11,sales,container_host
AST001139,host-01139.corp.example,macos-14,legal,laptop
AST001140,host-01140.corp.example,ubuntu-22,hr,laptop
AST001141,host-01141.corp.example,windows-11,sales,container_host
AST001142,host-01142.corp.example,rhel-9,engineering,laptop
AST001143,host-01143.corp.example,macos-14,sales,vm
AST001144,host-01144.corp.example,windows-11,legal,laptop
AST001145,host-01145.corp.example,rhel-9,hr,vm
AST001146,host-01146.corp.example,windows-11,sales,container_host
AST001147,host-01147.corp.example,rhel-9,engineering,server
AST001148,host-01148.corp.example,macos-14,sales,laptop
AST001149,host-01149.corp.example,ubuntu-22,legal,server
AST001150,host-01150.corp.example,windows-11,finance,server
AST001151,host-01151.corp.example,windows-11,sales,laptop
AST001152,host-01152.corp.example,macos-14,hr,vm
AST001153,host-01153.corp.example,rhel-9,hr,server
AST001154,host-01154.corp.example,windows-11,exec,laptop
AST001155,host-01155.corp.example,windows-11,legal,vm
AST001156,host-01156.corp.example,macos-14,finance,vm
AST001157,host-01157.corp.example,ubuntu-22,legal,server
AST001158,host-01158.corp.example,rhel-9,hr,laptop
AST001159,host-01159.corp.example,macos-14,sales,container_host
AST001160,host-01160.corp.example,windows-11,legal,laptop
AST001161,host-01161.corp.example,macos-14,finance,laptop
AST001162,host-01162.corp.example,macos-14,legal,vm
AST001163,host-01163.corp.example,rhel-9,hr,container_host
AST001164,host-01164.corp.example,ubuntu-22,finance,container_host
AST001165,host-01165.corp.example,rhel-9,legal,laptop
AST001166,host-01166.corp.example,rhel-9,engineering,vm
AST001167,host-01167.corp.example,windows-11,hr,server
AST001168,host-01168.corp.example,ubuntu-22,finance,container_host
AST001169,host-01169.corp.example,macos-14,legal,laptop
AST001170,host-01170.corp.example,macos-14,sales,vm
AST001171,host-01171.corp.example,windows-11,hr,vm
AST001172,host-01172.corp.example,windows-11,legal,server
AST001173,host-01173.corp.example,rhel-9,finance,vm
AST001174,host-01174.corp.example,ubuntu-22,legal,vm
AST001175,host-01175.corp.example,ubuntu-22,exec,server
AST001176,host-01176.corp.example,rhel-9,exec,server
AST001177,host-01177.corp.example,ubuntu-22,exec,server
AST001178,host-01178.corp.example,macos-14,sales,server
AST001179,host-01179.corp.example,ubuntu-22,sales,vm
AST001180,host-01180.corp.example,ubuntu-22,engineering,laptop
AST001181,host-01181.corp.example,windows-11,exec,container_host
AST001182,host-01182.corp.example,windows-11,legal,laptop
AST001183,host-01183.corp.example,rhel-9,finance,vm
AST001184,host-01184.corp.example,rhel-9,legal,vm
AST001185,host-01185.corp.example,rhel-9,sales,vm
AST001186,host-01186.corp.example,rhel-9,sales,server
AST001187,host-01187.corp.example,windows-11,legal,container_host
AST001188,host-01188.corp.example,rhel-9,legal,laptop
AST001189,host-01189.corp.example,macos-14,hr,server
AST001190,host-01190.corp.example,rhel-9,engineering,container_host
AST001191,host-01191.corp.example,macos-14,exec,laptop
AST001192,host-01192.corp.example,windows-11,exec,server
AST001193,host-01193.corp.example,rhel-9,legal,laptop
AST001194,host-01194.corp.example,macos-14,finance,vm
AST001195,host-01195.corp.example,ubuntu-22,legal,vm
AST001196,host-01196.corp.example,ubuntu-22,finance,container_host
AST001197,host-01197.corp.example,macos-14,finance,server
AST001198,host-01198.corp.example,rhel-9,hr,server
AST001199,host-01199.corp.example,rhel-9,exec,vm
AST001200,host-01200.corp.example,macos-14,hr,vm
AST001201,host-01201.corp.example,rhel-9,sales,server
AST001202,host-01202.corp.example,ubuntu-22,engineering,vm
AST001203,host-01203.corp.example,ubuntu-22,legal,container_host
AST001204,host-01204.corp.example,rhel-9,sales,server
AST001205,host-01205.corp.example,ubuntu-22,hr,laptop
AST001206,host-01206.corp.example,ubuntu-22,hr,container_host
AST001207,host-01207.corp.example,ubuntu-22,exec,vm
AST001208,host-01208.corp.example,rhel-9,finance,vm
AST001209,host-01209.corp.example,windows-11,hr,laptop
AST001210,host-01210.corp.example,ubuntu-22,engineering,server
AST001211,host-01211.corp.example,macos-14,hr,laptop
AST001212,host-01212.corp.example,rhel-9,exec,vm
AST001213,host-01213.corp.example,macos-14,finance,vm
AST001214,host-01214.corp.example,macos-14,finance,laptop
AST001215,host-01215.corp.example,rhel-9,engineering,vm
AST001216,host-01216.corp.example,ubuntu-22,legal,server
AST001217,host-01217.corp.example,macos-14,finance,vm
AST001218,host-01218.corp.example,rhel-9,exec,container_host
AST001219,host-01219.corp.example,windows-11,hr,vm
AST001220,host-01220.corp.example,rhel-9,exec,server
AST001221,host-01221.corp.example,ubuntu-22,exec,vm
AST001222,host-01222.corp.example,rhel-9,exec,container_host
AST001223,host-01223.corp.example,windows-11,engineering,server
AST001224,host-01224.corp.example,macos-14,sales,vm
AST001225,host-01225.corp.example,macos-14,exec,vm
AST001226,host-01226.corp.example,macos-14,legal,container_host
AST001227,host-01227.corp.example,macos-14,hr,vm
AST001228,host-01228.corp.example,rhel-9,hr,server
AST001229,host-01229.corp.example,ubuntu-22,engineering,server
AST001230,host-01230.corp.example,ubuntu-22,exec,vm
AST001231,host-01231.corp.example,windows-11,sales,server
AST001232,host-01232.corp.example,rhel-9,engineering,laptop
AST001233,host-01233.corp.example,windows-11,hr,laptop
AST001234,host-01234.corp.example,windows-11,hr,laptop
AST001235,host-01235.corp.example,windows-11,finance,server
AST001236,host-01236.corp.example,windows-11,exec,container_host
AST001237,host-01237.corp.example,macos-14,sales,server
AST001238,host-01238.corp.example,macos-14,hr,server
AST001239,host-01239.corp.example,ubuntu-22,legal,server
AST001240,host-01240.corp.example,windows-11,engineering,vm
AST001241,host-01241.corp.example,macos-14,hr,container_host
AST001242,host-01242.corp.example,macos-14,legal,container_host
AST001243,host-01243.corp.example,ubuntu-22,exec,server
AST001244,host-01244.corp.example,rhel-9,exec,container_host
AST001245,host-01245.corp.example,macos-14,finance,container_host
AST001246,host-01246.corp.example,ubuntu-22,engineering,container_host
AST001247,host-01247.corp.example,macos-14,finance,container_host
AST001248,host-01248.corp.example,macos-14,sales,vm
AST001249,host-01249.corp.example,windows-11,engineering,server
AST001250,host-01250.corp.example,macos-14,finance,container_host
AST001251,host-01251.corp.example,windows-11,exec,container_host
AST001252,host-01252.corp.example,rhel-9,finance,laptop
AST001253,host-01253.corp.example,rhel-9,finance,server
AST001254,host-01254.corp.example,windows-11,legal,vm
AST001255,host-01255.corp.example,ubuntu-22,hr,container_host
AST001256,host-01256.corp.example,rhel-9,sales,server
AST001257,host-01257.corp.example,rhel-9,hr,server
AST001258,host-01258.corp.example,macos-14,engineering,container_host
AST001259,host-01259.corp.example,ubuntu-22,legal,vm
AST001260,host-01260.corp.example,macos-14,exec,vm
AST001261,host-01261.corp.example,rhel-9,sales,laptop
AST001262,host-01262.corp.example,ubuntu-22,sales,vm
AST001263,host-01263.corp.example,windows-11,exec,container_host
AST001264,host-01264.corp.example,rhel-9,finance,container_host
AST001265,host-01265.corp.example,ubuntu-22,finance,laptop
AST001266,host-01266.corp.example,ubuntu-22,engineering,laptop
AST001267,host-01267.corp.example,ubuntu-22,engineering,vm
AST001268,host-01268.corp.example,macos-14,sales,container_host
AST001269,host-01269.corp.example,windows-11,sales,laptop
AST001270,host-01270.corp.example,ubuntu-22,engineering,container_host
AST001271,host-01271.corp.example,ubuntu-22,finance,container_host
AST001272,host-01272.corp.example,macos-14,hr,vm
AST001273,host-01273.corp.example,rhel-9,exec,laptop
AST001274,host-01274.corp.example,macos-14,engineering,server
AST001275,host-01275.corp.example,windows-11,finance,container_host
AST001276,host-01276.corp.example,windows-11,legal,container_host
AST001277,host-01277.corp.example,ubuntu-22,sales,vm
AST001278,host-01278.corp.example,rhel-9,engineering,laptop
AST001279,host-01279.corp.example,ubuntu-22,hr,container_host
AST001280,host-01280.corp.example,ubuntu-22,exec,laptop
AST001281,host-01281.corp.example,ubuntu-22,hr,laptop
AST001282,host-01282.corp.example,ubuntu-22,hr,container_host
AST001283,host-01283.corp.example,macos-14,finance,server
AST001284,host-01284.corp.example,windows-11,exec,laptop
AST001285,host-01285.corp.example,macos-14,hr,vm
AST001286,host-01286.corp.example,ubuntu-22,finance,laptop
AST001287,host-01287.corp.example,ubuntu-22,engineering,server
AST001288,host-01288.corp.example,rhel-9,finance,laptop
AST001289,host-01289.corp.example,ubuntu-22,finance,laptop
AST001290,host-01290.corp.example,rhel-9,sales,laptop
AST001291,host-01291.corp.example,windows-11,legal,container_host
AST001292,host-01292.corp.example,ubuntu-22,finance,laptop
AST001293,host-01293.corp.example,ubuntu-22,sales,container_host
AST001294,host-01294.corp.example,windows-11,exec,vm
AST001295,host-01295.corp.example,windows-11,engineering,vm
AST001296,host-01296.corp.example,ubuntu-22,exec,laptop
AST001297,host-01297.corp.example,ubuntu-22,hr,server
AST001298,host-01298.corp.example,macos-14,legal,vm
AST001299,host-01299.corp.example,rhel-9,exec,server
AST001300,host-01300.corp.example,windows-11,exec,container_host
AST001301,host-01301.corp.example,macos-14,exec,server
AST001302,host-01302.corp.example,macos-14,engineering,container_host
AST001303,host-01303.corp.example,rhel-9,legal,vm
AST001304,host-01304.corp.example,rhel-9,sales,server
AST001305,host-01305.corp.example,macos-14,finance,container_host
AST001306,host-01306.corp.example,macos-14,legal,server
AST001307,host-01307.corp.example,windows-11,legal,server
AST001308,host-01308.corp.example,rhel-9,finance,vm
AST001309,host-01309.corp.example,macos-14,hr,laptop
AST001310,host-01310.corp.example,rhel-9,exec,server
AST001311,host-01311.corp.example,windows-11,legal,vm
AST001312,host-01312.corp.example,ubuntu-22,finance,laptop
AST001313,host-01313.corp.example,rhel-9,sales,container_host
AST001314,host-01314.corp.example,ubuntu-22,legal,vm
AST001315,host-01315.corp.example,macos-14,hr,vm
AST001316,host-01316.corp.example,windows-11,engineering,laptop
AST001317,host-01317.corp.example,windows-11,sales,server
AST001318,host-01318.corp.example,windows-11,sales,laptop
AST001319,host-01319.corp.example,rhel-9,sales,laptop
AST001320,host-01320.corp.example,windows-11,legal,container_host
AST001321,host-01321.corp.example,rhel-9,legal,vm
AST001322,host-01322.corp.example,windows-11,finance,server
AST001323,host-01323.corp.example,windows-11,engineering,server
AST001324,host-01324.corp.example,rhel-9,engineering,container_host
AST001325,host-01325.corp.example,windows-11,finance,container_host
AST001326,host-01326.corp.example,macos-14,exec,laptop
AST001327,host-01327.corp.example,macos-14,legal,laptop
AST001328,host-01328.corp.example,windows-11,finance,laptop
AST001329,host-01329.corp.example,ubuntu-22,legal,laptop
AST001330,host-01330.corp.example,windows-11,exec,server
AST001331,host-01331.corp.example,rhel-9,sales,server
AST001332,host-01332.corp.example,ubuntu-22,legal,server
AST001333,host-01333.corp.example,rhel-9,exec,laptop
AST001334,host-01334.corp.example,macos-14,exec,container_host
AST001335,host-01335.corp.example,rhel-9,engineering,server
AST001336,host-01336.corp.example,ubuntu-22,legal,container_host
AST001337,host-01337.corp.example,macos-14,exec,server
AST001338,host-01338.corp.example,rhel-9,finance,vm
AST001339,host-01339.corp.example,macos-14,finance,container_host
AST001340,host-01340.corp.example,rhel-9,exec,vm
AST001341,host-01341.corp.example,ubuntu-22,legal,server
AST001342,host-01342.corp.example,rhel-9,legal,vm
AST001343,host-01343.corp.example,macos-14,hr,container_host
AST001344,host-01344.corp.example,rhel-9,engineering,laptop
AST001345,host-01345.corp.example,macos-14,legal,laptop
AST001346,host-01346.corp.example,ubuntu-22,finance,laptop
AST001347,host-01347.corp.example,macos-14,sales,server
AST001348,host-01348.corp.example,macos-14,engineering,vm
AST001349,host-01349.corp.example,ubuntu-22,engineering,laptop
AST001350,host-01350.corp.example,rhel-9,finance,server
AST001351,host-01351.corp.example,ubuntu-22,finance,vm
AST001352,host-01352.corp.example,ubuntu-22,sales,vm
AST001353,host-01353.corp.example,macos-14,engineering,container_host
AST001354,host-01354.corp.example,ubuntu-22,exec,laptop
AST001355,host-01355.corp.example,macos-14,hr,server
AST001356,host-01356.corp.example,rhel-9,exec,laptop
AST001357,host-01357.corp.example,macos-14,engineering,container_host
AST001358,host-01358.corp.example,windows-11,engineering,vm
AST001359,host-01359.corp.example,macos-14,hr,container_host
AST001360,host-01360.corp.example,windows-11,sales,laptop
AST001361,host-01361.corp.example,rhel-9,engineering,vm
AST001362,host-01362.corp.example,windows-11,finance,server
AST001363,host-01363.corp.example,macos-14,legal,server
AST001364,host-01364.corp.example,ubuntu-22,engineering,container_host
AST001365,host-01365.corp.example,rhel-9,legal,laptop
AST001366,host-01366.corp.example,ubuntu-22,hr,vm
AST001367,host-01367.corp.example,rhel-9,sales,server
AST001368,host-01368.corp.example,macos-14,engineering,container_host
AST001369,host-01369.corp.example,windows-11,legal,container_host
AST001370,host-01370.corp.example,macos-14,engineering,container_host
AST001371,host-01371.corp.example,rhel-9,exec,server
AST001372,host-01372.corp.example,ubuntu-22,hr,server
AST001373,host-01373.corp.example,rhel-9,hr,server
AST001374,host-01374.corp.example,ubuntu-22,sales,laptop
AST001375,host-01375.corp.example,macos-14,hr,vm
AST001376,host-01376.corp.example,windows-11,engineering,container_host
AST001377,host-01377.corp.example,rhel-9,finance,vm
AST001378,host-01378.corp.example,ubuntu-22,finance,vm
AST001379,host-01379.corp.example,windows-11,finance,server
AST001380,host-01380.corp.example,macos-14,legal,container_host
AST001381,host-01381.corp.example,ubuntu-22,hr,laptop
AST001382,host-01382.corp.example,ubuntu-22,sales,vm
AST001383,host-01383.corp.example,ubuntu-22,exec,laptop
AST001384,host-01384.corp.example,windows-11,exec,laptop
AST001385,host-01385.corp.example,ubuntu-22,legal,server
AST001386,host-01386.corp.example,macos-14,engineering,vm
AST001387,host-01387.corp.example,windows-11,finance,container_host
AST001388,host-01388.corp.example,rhel-9,engineering,vm
AST001389,host-01389.corp.example,ubuntu-22,exec,server
AST001390,host-01390.corp.example,ubuntu-22,legal,vm
AST001391,host-01391.corp.example,rhel-9,legal,server
AST001392,host-01392.corp.example,windows-11,hr,laptop
AST001393,host-01393.corp.example,macos-14,sales,laptop
AST001394,host-01394.corp.example,macos-14,sales,vm
AST001395,host-01395.corp.example,windows-11,hr,laptop
AST001396,host-01396.corp.example,windows-11,hr,vm
AST001397,host-01397.corp.example,macos-14,engineering,laptop
AST001398,host-01398.corp.example,macos-14,exec,container_host
AST001399,host-01399.corp.example,ubuntu-22,hr,laptop
AST001400,host-01400.corp.example,macos-14,hr,laptop
AST001401,host-01401.corp.example,ubuntu-22,sales,container_host
AST001402,host-01402.corp.example,windows-11,engineering,server
AST001403,host-01403.corp.example,macos-14,finance,container_host
AST001404,host-01404.corp.example,rhel-9,exec,server
AST001405,host-01405.corp.example,windows-11,finance,vm
AST001406,host-01406.corp.example,macos-14,exec,vm
AST001407,host-01407.corp.example,ubuntu-22,legal,vm
AST001408,host-01408.corp.example,windows-11,exec,vm
AST001409,host-01409.corp.example,rhel-9,engineering,vm
AST001410,host-01410.corp.example,ubuntu-22,sales,vm
AST001411,host-01411.corp.example,rhel-9,exec,server
AST001412,host-01412.corp.example,windows-11,exec,container_host
AST001413,host-01413.corp.example,ubuntu-22,hr,server
AST001414,host-01414.corp.example,ubuntu-22,hr,vm
AST001415,host-01415.corp.example,macos-14,hr,server
AST001416,host-01416.corp.example,ubuntu-22,exec,server
AST001417,host-01417.corp.example,ubuntu-22,sales,vm
AST001418,host-01418.corp.example,ubuntu-22,hr,server
AST001419,host-01419.corp.example,ubuntu-22,finance,laptop
AST001420,host-01420.corp.example,windows-11,sales,vm
AST001421,host-01421.corp.example,ubuntu-22,exec,laptop
AST001422,host-01422.corp.example,macos-14,hr,container_host
AST001423,host-01423.corp.example,macos-14,hr,vm
AST001424,host-01424.corp.example,ubuntu-22,sales,laptop
AST001425,host-01425.corp.example,ubuntu-22,sales,laptop
AST001426,host-01426.corp.example,macos-14,legal,server
AST001427,host-01427.corp.example,ubuntu-22,sales,laptop
AST001428,host-01428.corp.example,macos-14,engineering,container_host
AST001429,host-01429.corp.example,ubuntu-22,legal,container_host
AST001430,host-01430.corp.example,macos-14,sales,container_host
AST001431,host-01431.corp.example,rhel-9,hr,server
AST001432,host-01432.corp.example,ubuntu-22,sales,server
AST001433,host-01433.corp.example,windows-11,hr,laptop
AST001434,host-01434.corp.example,macos-14,hr,server
AST001435,host-01435.corp.example,ubuntu-22,sales,laptop
AST001436,host-01436.corp.example,ubuntu-22,hr,container_host
AST001437,host-01437.corp.example,macos-14,hr,server
AST001438,host-01438.corp.example,rhel-9,hr,laptop
AST001439,host-01439.corp.example,rhel-9,exec,vm
AST001440,host-01440.corp.example,rhel-9,legal,laptop
AST001441,host-01441.corp.example,windows-11,hr,container_host
AST001442,host-01442.corp.example,windows-11,sales,container_host
AST001443,host-01443.corp.example,windows-11,legal,container_host
AST001444,host-01444.corp.example,windows-11,sales,vm
AST001445,host-01445.corp.example,rhel-9,hr,vm
AST001446,host-01446.corp.example,macos-14,hr,server
AST001447,host-01447.corp.example,rhel-9,finance,laptop
AST001448,host-01448.corp.example,ubuntu-22,hr,container_host
AST001449,host-01449.corp.example,windows-11,exec,laptop
AST001450,host-01450.corp.example,ubuntu-22,legal,server
AST001451,host-01451.corp.example,rhel-9,hr,vm
AST001452,host-01452.corp.example,rhel-9,engineering,server
AST001453,host-01453.corp.example,rhel-9,legal,server
AST001454,host-01454.corp.example,rhel-9,engineering,vm
AST001455,host-01455.corp.example,macos-14,exec,server
AST001456,host-01456.corp.example,windows-11,engineering,laptop
AST001457,host-01457.corp.example,rhel-9,exec,vm
AST001458,host-01458.corp.example,windows-11,legal,container_host
AST001459,host-01459.corp.example,ubuntu-22,hr,container_host
AST001460,host-01460.corp.example,windows-11,sales,vm
AST001461,host-01461.corp.example,ubuntu-22,sales,server
AST001462,host-01462.corp.example,ubuntu-22,exec,laptop
AST001463,host-01463.corp.example,rhel-9,finance,vm
AST001464,host-01464.corp.example,rhel-9,finance,server
AST001465,host-01465.corp.example,windows-11,sales,server
AST001466,host-01466.corp.example,windows-11,legal,vm
AST001467,host-01467.corp.example,windows-11,hr,container_host
AST001468,host-01468.corp.example,rhel-9,legal,laptop
AST001469,host-01469.corp.example,rhel-9,sales,server
AST001470,host-01470.corp.example,rhel-9,hr,container_host
AST001471,host-01471.corp.example,rhel-9,engineering,laptop
AST001472,host-01472.corp.example,ubuntu-22,legal,vm
AST001473,host-01473.corp.example,ubuntu-22,engineering,server
AST001474,host-01474.corp.example,ubuntu-22,engineering,vm
AST001475,host-01475.corp.example,windows-11,sales,laptop
AST001476,host-01476.corp.example,macos-14,finance,laptop
AST001477,host-01477.corp.example,windows-11,engineering,container_host
AST001478,host-01478.corp.example,ubuntu-22,sales,vm
AST001479,host-01479.corp.example,ubuntu-22,hr,vm
AST001480,host-01480.corp.example,windows-11,engineering,vm
AST001481,host-01481.corp.example,macos-14,finance,container_host
AST001482,host-01482.corp.example,windows-11,hr,laptop
AST001483,host-01483.corp.example,macos-14,hr,server
AST001484,host-01484.corp.example,windows-11,exec,vm
AST001485,host-01485.corp.example,macos-14,legal,container_host
AST001486,host-01486.corp.example,ubuntu-22,exec,server
AST001487,host-01487.corp.example,windows-11,engineering,laptop
AST001488,host-01488.corp.example,rhel-9,exec,vm
AST001489,host-01489.corp.example,rhel-9,legal,vm
AST001490,host-01490.corp.example,macos-14,legal,vm
AST001491,host-01491.corp.example,ubuntu-22,legal,container_host
AST001492,host-01492.corp.example,rhel-9,hr,server
AST001493,host-01493.corp.example,ubuntu-22,exec,vm
AST001494,host-01494.corp.example,ubuntu-22,engineering,laptop
AST001495,host-01495.corp.example,windows-11,hr,laptop
AST001496,host-01496.corp.example,ubuntu-22,legal,container_host
AST001497,host-01497.corp.example,rhel-9,engineering,vm
AST001498,host-01498.corp.example,macos-14,legal,server
AST001499,host-01499.corp.example,windows-11,exec,server
