date,from_ccy,to_ccy,rate
2024-05-01,USD,GBP,119.7454
2024-05-01,USD,CNY,140.1607
2024-05-01,USD,INR,7.8763
2024-05-02,USD,EUR,67.964
2024-05-02,USD,JPY,85.2358
2024-05-02,USD,GBP,169.9761
2024-05-02,USD,CNY,53.6189
2024-05-02,USD,INR,17.1632
2024-05-03,USD,EUR,116.471
2024-05-03,USD,JPY,20.9239
2024-05-03,USD,GBP,180.1282
2024-05-03,USD,CNY,64.025
2024-05-03,USD,INR,28.1892
2024-05-04,USD,EUR,198.192
2024-05-04,USD,JPY,16.7386
2024-05-04,USD,GBP,9.2979
2024-05-04,USD,CNY,181.9999
2024-05-04,USD,INR,152.4272
2024-05-05,USD,EUR,37.8557
2024-05-05,USD,JPY,196.5775
2024-05-05,USD,GBP,33.429
2024-05-05,USD,CNY,185.707
2024-05-05,USD,INR,124.3863
2024-05-06,USD,EUR,83.417
2024-05-06,USD,JPY,199.0086
2024-05-06,USD,GBP,172.0803
2024-05-06,USD,CNY,192.4039
2024-05-06,USD,INR,127.9549
2024-05-07,USD,EUR,23.0076
2024-05-07,USD,JPY,34.9441
2024-05-07,USD,GBP,111.0597
2024-05-07,USD,CNY,177.7685
2024-05-07,USD,INR,53.2226
2024-05-08,USD,EUR,140.5522
2024-05-08,USD,JPY,109.8252
2024-05-08,USD,GBP,28.6315
2024-05-08,USD,CNY,7.8189
2024-05-08,USD,INR,92.6876
2024-05-09,USD,EUR,79.3084
2024-05-09,USD,JPY,76.455
2024-05-09,USD,GBP,121.0999
2024-05-09,USD,CNY,127.5117
2024-05-09,USD,INR,192.9971
2024-05-10,USD,EUR,101.2984
2024-05-10,USD,JPY,52.6231
2024-05-10,USD,GBP,6.9678
2024-05-10,USD,CNY,12.8
2024-05-10,USD,INR,13.956
2024-05-11,USD,EUR,17.4131
2024-05-11,USD,JPY,167.7104
2024-05-11,USD,GBP,27.7148
2024-05-11,USD,CNY,78.7552
2024-05-11,USD,INR,128.5069
2024-05-12,USD,EUR,44.9562
2024-05-12,USD,JPY,97.9234
2024-05-12,USD,GBP,49.7148
2024-05-12,USD,CNY,168.8662
2024-05-12,USD,INR,183.5126
2024-05-13,USD,EUR,14.0121
2024-05-13,USD,JPY,195.9612
2024-05-13,USD,GBP,115.9736
2024-05-13,USD,CNY,34.3466
2024-05-13,USD,INR,141.0738
2024-05-14,USD,EUR,168.6898
2024-05-14,USD,JPY,148.1036
2024-05-14,USD,GBP,141.8832
2024-05-14,USD,CNY,120.1247
2024-05-14,USD,INR,91.663
2024-05-15,USD,EUR,65.0719
2024-05-15,USD,JPY,94.3723
2024-05-15,USD,GBP,87.645
2024-05-15,USD,CNY,179.1305
2024-05-15,USD,INR,179.5851
2024-05-16,USD,EUR,140.6144
2024-05-16,USD,JPY,121.9565
2024-05-16,USD,GBP,34.5021
2024-05-16,USD,CNY,46.3096
2024-05-16,USD,INR,68.3328
2024-05-17,USD,EUR,100.033
2024-05-17,USD,JPY,115.1689
2024-05-17,USD,GBP,132.1854
2024-05-17,USD,CNY,120.3633
2024-05-17,USD,INR,107.1611
2024-05-18,USD,EUR,166.4474
2024-05-18,USD,JPY,78.2956
2024-05-18,USD,GBP,87.1924
2024-05-18,USD,CNY,94.0748
2024-05-18,USD,INR,144.1182
2024-05-19,USD,EUR,20.3911
2024-05-19,USD,JPY,74.1099
2024-05-19,USD,GBP,44.0744
2024-05-19,USD,CNY,54.8826
2024-05-19,USD,INR,134.6942
2024-05-20,USD,EUR,21.1237
2024-05-20,USD,JPY,1.3862
2024-05-20,USD,GBP,56.5079
2024-05-20,USD,CNY,169.4716
2024-05-20,USD,INR,114.1752
2024-05-21,USD,EUR,195.0605
2024-05-21,USD,JPY,68.5295
2024-05-21,USD,GBP,161.7934
2024-05-21,USD,CNY,148.5439
2024-05-21,USD,INR,174.9772
2024-05-22,USD,EUR,106.3824
2024-05-22,USD,JPY,153.616
2024-05-22,USD,GBP,126.7183
2024-05-22,USD,CNY,123.985
2024-05-22,USD,INR,192.7841
2024-05-23,USD,EUR,85.3942
2024-05-23,USD,JPY,3.5081
2024-05-23,USD,GBP,123.6716
2024-05-23,USD,CNY,42.6901
2024-05-23,USD,INR,61.7972
2024-05-24,USD,EUR,93.8666
2024-05-24,USD,JPY,183.4912
2024-05-24,USD,GBP,3.9097
2024-05-24,USD,CNY,97.4908
2024-05-24,USD,INR,169.1295
2024-05-25,USD,EUR,159.5411
2024-05-25,USD,JPY,17.871
2024-05-25,USD,GBP,18.1762
2024-05-25,USD,CNY,58.5473
2024-05-25,USD,INR,78.1893
2024-05-26,USD,EUR,132.8255
2024-05-26,USD,JPY,76.2481
2024-05-26,USD,GBP,167.7728
2024-05-26,USD,CNY,57.4996
2024-05-26,USD,INR,21.2047
2024-05-27,USD,EUR,5.1562
2024-05-27,USD,JPY,157.1184
2024-05-27,USD,GBP,170.9938
2024-05-27,USD,CNY,69.3739
2024-05-27,USD,INR,59.0322
2024-05-28,USD,EUR,100.591
2024-05-28,USD,JPY,196.5422
2024-05-28,USD,GBP,121.5055
2024-05-28,USD,CNY,47.2095
2024-05-28,USD,INR,81.3533
2024-05-29,USD,EUR,48.4603
2024-05-29,USD,JPY,31.9168
2024-05-29,USD,GBP,55.6458
2024-05-29,USD,CNY,49.2123
2024-05-29,USD,INR,154.6901
2024-05-30,USD,EUR,152.8751
2024-05-30,USD,JPY,189.0701
2024-05-30,USD,GBP,66.505
2024-05-30,USD,CNY,164.6799
2024-05-30,USD,INR,144.6858
2024-05-31,USD,EUR,83.7626
2024-05-31,USD,JPY,136.5199
2024-05-31,USD,GBP,72.823
2024-05-31,USD,CNY,154.9266
2024-05-31,USD,INR,92.0201
2024-06-01,USD,EUR,45.09
2024-06-01,USD,JPY,175.159
2024-06-01,USD,GBP,50.7754
2024-06-01,USD,CNY,162.5774
2024-06-01,USD,INR,159.8811
2024-06-02,USD,EUR,70.8476
2024-06-02,USD,JPY,184.1367
2024-06-02,USD,GBP,31.3646
2024-06-02,USD,CNY,15.6717
2024-06-02,USD,INR,34.5212
2024-06-03,USD,EUR,66.5261
2024-06-03,USD,JPY,163.6449
2024-06-03,USD,GBP,110.3865
2024-06-03,USD,CNY,58.4427
2024-06-03,USD,INR,91.8641
2024-06-04,USD,EUR,118.7189
2024-06-04,USD,JPY,128.2244
2024-06-04,USD,GBP,16.9171
2024-06-04,USD,CNY,98.6089
2024-06-04,USD,INR,65.2619
2024-06-05,USD,EUR,34.3945
2024-06-05,USD,JPY,31.9808
2024-06-05,USD,GBP,96.3188
2024-06-05,USD,CNY,150.427
2024-06-05,USD,INR,181.6019
2024-06-06,USD,EUR,124.4225
2024-06-06,USD,JPY,112.7403
2024-06-06,USD,GBP,152.2767
2024-06-06,USD,CNY,198.417
2024-06-06,USD,INR,65.8872
2024-06-07,USD,EUR,32.8406
2024-06-07,USD,JPY,157.4144
2024-06-07,USD,GBP,79.783
2024-06-07,USD,CNY,51.3317
2024-06-07,USD,INR,174.7482
2024-06-08,USD,EUR,190.0667
2024-06-08,USD,JPY,112.966
2024-06-08,USD,GBP,11.0207
2024-06-08,USD,CNY,12.514
2024-06-08,USD,INR,45.2021
2024-06-09,USD,EUR,103.6429
2024-06-09,USD,JPY,54.2064
2024-06-09,USD,GBP,87.8125
2024-06-09,USD,CNY,12.2406
2024-06-09,USD,INR,52.8145
2024-06-10,USD,EUR,18.3904
2024-06-10,USD,JPY,114.2848
2024-06-10,USD,GBP,16.8886
2024-06-10,USD,CNY,26.2161
2024-06-10,USD,INR,29.1287
2024-06-11,USD,EUR,113.0643
2024-06-11,USD,JPY,64.3158
2024-06-11,USD,GBP,177.844
2024-06-11,USD,CNY,44.6645
2024-06-11,USD,INR,139.0985
2024-06-12,USD,EUR,68.4714
2024-06-12,USD,JPY,141.5796
2024-06-12,USD,GBP,40.7424
2024-06-12,USD,CNY,188.3469
2024-06-12,USD,INR,174.214
2024-06-13,USD,EUR,75.3357
2024-06-13,USD,JPY,49.9077
2024-06-13,USD,GBP,32.6245
2024-06-13,USD,CNY,57.2219
2024-06-13,USD,INR,14.5295
2024-06-14,USD,EUR,26.6028
2024-06-14,USD,JPY,87.16
2024-06-14,USD,GBP,33.932
2024-06-14,USD,CNY,54.5884
2024-06-14,USD,INR,102.4688
2024-06-15,USD,EUR,28.5771
2024-06-15,USD,JPY,79.8755
2024-06-15,USD,GBP,49.5905
2024-06-15,USD,CNY,53.0605
2024-06-15,USD,INR,81.8196
2024-06-16,USD,EUR,14.2551
2024-06-16,USD,JPY,119.9643
2024-06-16,USD,GBP,105.3526
2024-06-16,USD,CNY,38.1767
2024-06-16,USD,INR,29.2126
2024-06-17,USD,EUR,36.3218
2024-06-17,USD,JPY,76.7883
2024-06-17,USD,GBP,70.191
2024-06-17,USD,CNY,120.8448
2024-06-17,USD,INR,166.1587
2024-06-18,USD,EUR,131.9728
2024-06-18,USD,JPY,138.4629
2024-06-18,USD,GBP,8.6928
2024-06-18,USD,CNY,20.9307
2024-06-18,USD,INR,190.9125
2024-06-19,USD,EUR,13.6584
2024-06-19,USD,JPY,17.4633
2024-06-19,USD,GBP,176.92
2024-06-19,USD,CNY,77.2261
2024-06-19,USD,INR,198.4804
2024-06-20,USD,EUR,40.8653
2024-06-20,USD,JPY,165.7403
2024-06-20,USD,GBP,160.7734
2024-06-20,USD,CNY,46.6657
2024-06-20,USD,INR,101.1684
2024-06-21,USD,EUR,75.0541
2024-06-21,USD,JPY,56.6336
2024-06-21,USD,GBP,106.0636
2024-06-21,USD,CNY,60.6217
2024-06-21,USD,INR,84.218
2024-06-22,USD,EUR,160.9659
2024-06-22,USD,JPY,86.2621
2024-06-22,USD,GBP,133.1616
2024-06-22,USD,CNY,135.5582
2024-06-22,USD,INR,126.277
2024-06-23,USD,EUR,183.6471
2024-06-23,USD,JPY,17.8888
2024-06-23,USD,GBP,94.5095
2024-06-23,USD,CNY,110.8884
2024-06-23,USD,INR,10.1317
2024-06-24,USD,EUR,32.09
2024-06-24,USD,JPY,181.7467
2024-06-24,USD,GBP,6.7673
2024-06-24,USD,CNY,48.4389
2024-06-24,USD,INR,83.3931
2024-06-25,USD,EUR,145.111
2024-06-25,USD,JPY,144.7789
2024-06-25,USD,GBP,82.9325
2024-06-25,USD,CNY,187.9387
2024-06-25,USD,INR,156.7329
2024-06-26,USD,EUR,91.2564
2024-06-26,USD,JPY,170.7357
2024-06-26,USD,GBP,68.7426
2024-06-26,USD,CNY,190.8495
2024-06-26,USD,INR,75.8063
2024-06-27,USD,EUR,71.7376
2024-06-27,USD,JPY,60.1096
2024-06-27,USD,GBP,123.6873
2024-06-27,USD,CNY,12.1054
2024-06-27,USD,INR,50.4137
2024-06-28,USD,EUR,192.5663
2024-06-28,USD,JPY,22.6099
2024-06-28,USD,GBP,66.4993
2024-06-28,USD,CNY,172.243
2024-06-28,USD,INR,50.3986
2024-06-29,USD,EUR,71.9665
2024-06-29,USD,JPY,147.9462
2024-06-29,USD,GBP,22.6523
2024-06-29,USD,CNY,180.3977
2024-06-29,USD,INR,28.3722
2024-06-30,USD,EUR,125.0402
2024-06-30,USD,JPY,115.0526
2024-06-30,USD,GBP,74.607
2024-06-30,USD,CNY,47.3903
2024-06-30,USD,INR,10.3386
2024-07-01,USD,EUR,123.8446
2024-07-01,USD,JPY,150.346
2024-07-01,USD,GBP,38.8321
2024-07-01,USD,CNY,50.2731
2024-07-01,USD,INR,130.7338
2024-07-02,USD,EUR,175.8162
2024-07-02,USD,JPY,41.5521
2024-07-02,USD,GBP,135.9036
2024-07-02,USD,CNY,196.6878
2024-07-02,USD,INR,62.6095
2024-07-03,USD,EUR,131.1376
2024-07-03,USD,JPY,63.3227
2024-07-03,USD,GBP,149.469
2024-07-03,USD,CNY,6.1841
2024-07-03,USD,INR,5.0562
2024-07-04,USD,EUR,75.615
2024-07-04,USD,JPY,3.9641
2024-07-04,USD,GBP,28.1536
2024-07-04,USD,CNY,159.2306
2024-07-04,USD,INR,3.334
2024-07-05,USD,EUR,88.2833
2024-07-05,USD,JPY,143.6016
2024-07-05,USD,GBP,64.3053
2024-07-05,USD,CNY,199.8154
2024-07-05,USD,INR,149.3968
2024-07-06,USD,EUR,59.7423
2024-07-06,USD,JPY,163.0858
2024-07-06,USD,GBP,95.7636
2024-07-06,USD,CNY,31.8587
2024-07-06,USD,INR,186.5428
2024-07-07,USD,EUR,180.9416
2024-07-07,USD,JPY,84.3031
2024-07-07,USD,GBP,57.487
2024-07-07,USD,CNY,196.8221
2024-07-07,USD,INR,147.0847
2024-07-08,USD,EUR,51.3676
2024-07-08,USD,JPY,27.594
2024-07-08,USD,GBP,139.604
2024-07-08,USD,CNY,167.1382
2024-07-08,USD,INR,115.9903
2024-07-09,USD,EUR,50.225
2024-07-09,USD,JPY,35.2658
2024-07-09,USD,GBP,56.7338
2024-07-09,USD,CNY,87.6381
2024-07-09,USD,INR,65.7747
2024-07-10,USD,EUR,95.8582
2024-07-10,USD,JPY,34.1905
2024-07-10,USD,GBP,33.9619
2024-07-10,USD,CNY,7.1987
2024-07-10,USD,INR,46.1635
2024-07-11,USD,EUR,159.6226
2024-07-11,USD,JPY,191.578
2024-07-11,USD,GBP,101.6958
2024-07-11,USD,CNY,41.6459
2024-07-11,USD,INR,92.6883
2024-07-12,USD,EUR,22.7755
2024-07-12,USD,JPY,75.1608
2024-07-12,USD,GBP,36.557
2024-07-12,USD,CNY,53.2613
2024-07-12,USD,INR,197.2796
2024-07-13,USD,EUR,112.0882
2024-07-13,USD,JPY,178.8553
2024-07-13,USD,GBP,118.5523
2024-07-13,USD,CNY,178.1225
2024-07-13,USD,INR,143.8058
2024-07-14,USD,EUR,190.7666
2024-07-14,USD,JPY,60.3811
2024-07-14,USD,GBP,120.8684
2024-07-14,USD,CNY,190.3639
2024-07-14,USD,INR,77.1266
2024-07-15,USD,EUR,145.1831
2024-07-15,USD,JPY,125.1757
2024-07-15,USD,GBP,13.9103
2024-07-15,USD,CNY,141.5204
2024-07-15,USD,INR,117.0034
2024-07-16,USD,EUR,63.0567
2024-07-16,USD,JPY,163.3917
2024-07-16,USD,GBP,131.5339
2024-07-16,USD,CNY,58.9946
2024-07-16,USD,INR,60.0562
2024-07-17,USD,EUR,50.6585
2024-07-17,USD,JPY,64.6252
2024-07-17,USD,GBP,48.0322
2024-07-17,USD,CNY,117.0437
2024-07-17,USD,INR,6.5194
2024-07-18,USD,EUR,14.9738
2024-07-18,USD,JPY,74.3951
2024-07-18,USD,GBP,60.9802
2024-07-18,USD,CNY,31.6641
2024-07-18,USD,INR,175.2712
2024-07-19,USD,EUR,170.8359
2024-07-19,USD,JPY,105.5006
2024-07-19,USD,GBP,99.3552
2024-07-19,USD,CNY,73.4129
2024-07-19,USD,INR,51.5014
2024-07-20,USD,EUR,178.1706
2024-07-20,USD,JPY,157.5989
2024-07-20,USD,GBP,100.6702
2024-07-20,USD,CNY,94.2502
2024-07-20,USD,INR,97.8695
2024-07-21,USD,EUR,137.6549
2024-07-21,USD,JPY,153.0175
2024-07-21,USD,GBP,25.4245
2024-07-21,USD,CNY,137.1287
2024-07-21,USD,INR,75.4622
2024-07-22,USD,EUR,187.8077
2024-07-22,USD,JPY,149.8477
2024-07-22,USD,GBP,123.4051
2024-07-22,USD,CNY,150.8081
2024-07-22,USD,INR,84.9921
2024-07-23,USD,EUR,29.0789
2024-07-23,USD,JPY,128.5151
2024-07-23,USD,GBP,69.0706
2024-07-23,USD,CNY,9.37
2024-07-23,USD,INR,26.0709
2024-07-24,USD,EUR,100.95
2024-07-24,USD,JPY,6.0578
2024-07-24,USD,GBP,159.5926
2024-07-24,USD,CNY,62.2627
2024-07-24,USD,INR,15.8052
2024-07-25,USD,EUR,96.9698
2024-07-25,USD,JPY,142.3615
2024-07-25,USD,GBP,165.8168
2024-07-25,USD,CNY,99.3098
2024-07-25,USD,INR,54.335
2024-07-26,USD,EUR,170.1978
2024-07-26,USD,JPY,9.0571
2024-07-26,USD,GBP,50.0139
2024-07-26,USD,CNY,83.0143
2024-07-26,USD,INR,44.7012
2024-07-27,USD,EUR,59.9655
2024-07-27,USD,JPY,149.4322
2024-07-27,USD,GBP,117.6874
2024-07-27,USD,CNY,25.9368
2024-07-27,USD,INR,137.2037
2024-07-28,USD,EUR,18.0167
2024-07-28,USD,JPY,177.1059
2024-07-28,USD,GBP,70.335
2024-07-28,USD,CNY,65.0609
2024-07-28,USD,INR,35.9086
2024-07-29,USD,EUR,69.3895
2024-07-29,USD,JPY,129.6956
2024-07-29,USD,GBP,143.6528
2024-07-29,USD,CNY,142.4703
2024-07-29,USD,INR,133.4946
2024-07-30,USD,EUR,40.6431
2024-07-30,USD,JPY,25.5377
2024-07-30,USD,GBP,112.5289
2024-07-30,USD,CNY,80.2227
2024-07-30,USD,INR,137.6095
2024-07-31,USD,EUR,100.6736
2024-07-31,USD,JPY,184.125
2024-07-31,USD,GBP,191.9146
2024-07-31,USD,CNY,136.171
2024-07-31,USD,INR,84.8695
2024-08-01,USD,EUR,176.9601
2024-08-01,USD,JPY,104.4532
2024-08-01,USD,GBP,101.864
2024-08-01,USD,CNY,69.8315
2024-08-01,USD,INR,148.6718
2024-08-02,USD,EUR,22.4074
2024-08-02,USD,JPY,65.3577
2024-08-02,USD,GBP,167.2522
2024-08-02,USD,CNY,135.6299
2024-08-02,USD,INR,16.6497
2024-08-03,USD,EUR,84.5629
2024-08-03,USD,JPY,112.1557
2024-08-03,USD,GBP,116.6623
2024-08-03,USD,CNY,60.6525
2024-08-03,USD,INR,9.1082
2024-08-04,USD,EUR,48.283
2024-08-04,USD,JPY,186.8773
2024-08-04,USD,GBP,48.1772
2024-08-04,USD,CNY,50.5514
2024-08-04,USD,INR,128.0257
2024-08-05,USD,EUR,68.6562
2024-08-05,USD,JPY,176.5803
2024-08-05,USD,GBP,63.0599
2024-08-05,USD,CNY,139.2727
2024-08-05,USD,INR,23.7551
2024-08-06,USD,EUR,181.3492
2024-08-06,USD,JPY,44.2072
2024-08-06,USD,GBP,117.609
2024-08-06,USD,CNY,83.3576
2024-08-06,USD,INR,37.982
2024-08-07,USD,EUR,26.7739
2024-08-07,USD,JPY,181.3067
2024-08-07,USD,GBP,186.2557
2024-08-07,USD,CNY,102.3966
2024-08-07,USD,INR,74.952
2024-08-08,USD,EUR,121.5948
2024-08-08,USD,JPY,13.9415
2024-08-08,USD,GBP,26.1675
2024-08-08,USD,CNY,189.7847
2024-08-08,USD,INR,128.4272
2024-08-09,USD,EUR,86.2165
2024-08-09,USD,JPY,113.7179
2024-08-09,USD,GBP,169.2101
2024-08-09,USD,CNY,178.4503
2024-08-09,USD,INR,111.8296
2024-08-10,USD,EUR,152.0823
2024-08-10,USD,JPY,175.5324
2024-08-10,USD,GBP,116.1569
2024-08-10,USD,CNY,110.9125
2024-08-10,USD,INR,105.3561
2024-08-11,USD,EUR,114.4281
2024-08-11,USD,JPY,165.5418
2024-08-11,USD,GBP,125.6809
2024-08-11,USD,CNY,198.0852
2024-08-11,USD,INR,148.0354
2024-08-12,USD,EUR,17.5123
2024-08-12,USD,JPY,85.2591
2024-08-12,USD,GBP,45.2811
2024-08-12,USD,CNY,69.8271
2024-08-12,USD,INR,99.1848
2024-08-13,USD,EUR,10.6646
2024-08-13,USD,JPY,141.87
2024-08-13,USD,GBP,78.0419
2024-08-13,USD,CNY,175.0732
2024-08-13,USD,INR,197.8511
2024-08-14,USD,EUR,36.496
2024-08-14,USD,JPY,69.8352
2024-08-14,USD,GBP,112.8981
2024-08-14,USD,CNY,16.1769
2024-08-14,USD,INR,50.4627
2024-08-15,USD,EUR,47.3946
2024-08-15,USD,JPY,188.2876
2024-08-15,USD,GBP,27.2615
2024-08-15,USD,CNY,56.6727
2024-08-15,USD,INR,117.4888
2024-08-16,USD,EUR,143.8387
2024-08-16,USD,JPY,2.4913
2024-08-16,USD,GBP,97.8276
2024-08-16,USD,CNY,41.158
2024-08-16,USD,INR,22.0299
2024-08-17,USD,EUR,121.3848
2024-08-17,USD,JPY,114.3483
2024-08-17,USD,GBP,100.7307
2024-08-17,USD,CNY,85.3368
2024-08-17,USD,INR,93.6048
2024-08-18,USD,EUR,136.5938
2024-08-18,USD,JPY,3.8874
2024-08-18,USD,GBP,105.071
2024-08-18,USD,CNY,133.6377
2024-08-18,USD,INR,45.6313
2024-08-19,USD,EUR,77.9672
2024-08-19,USD,JPY,84.3022
2024-08-19,USD,GBP,30.4062
2024-08-19,USD,CNY,38.9333
2024-08-19,USD,INR,82.939
2024-08-20,USD,EUR,69.9855
2024-08-20,USD,JPY,94.3548
2024-08-20,USD,GBP,128.4141
2024-08-20,USD,CNY,70.8807
2024-08-20,USD,INR,91.2274
2024-08-21,USD,EUR,78.6228
2024-08-21,USD,JPY,146.4164
2024-08-21,USD,GBP,33.6572
2024-08-21,USD,CNY,121.7932
2024-08-21,USD,INR,62.2229
2024-08-22,USD,EUR,13.4444
2024-08-22,USD,JPY,159.9522
2024-08-22,USD,GBP,176.0346
2024-08-22,USD,CNY,167.7001
2024-08-22,USD,INR,142.1321
2024-08-23,USD,EUR,43.8091
2024-08-23,USD,JPY,149.0263
2024-08-23,USD,GBP,94.0204
2024-08-23,USD,CNY,4.184
2024-08-23,USD,INR,150.6032
2024-08-24,USD,EUR,62.0533
2024-08-24,USD,JPY,104.9903
2024-08-24,USD,GBP,142.0349
2024-08-24,USD,CNY,61.2689
2024-08-24,USD,INR,139.1054
2024-08-25,USD,EUR,76.4969
2024-08-25,USD,JPY,149.7559
2024-08-25,USD,GBP,65.313
2024-08-25,USD,CNY,136.8604
2024-08-25,USD,INR,46.239
2024-08-26,USD,EUR,68.6374
2024-08-26,USD,JPY,82.925
2024-08-26,USD,GBP,23.6292
2024-08-26,USD,CNY,103.213
2024-08-26,USD,INR,150.6828
2024-08-27,USD,EUR,3.0669
2024-08-27,USD,JPY,48.9455
2024-08-27,USD,GBP,195.1313
2024-08-27,USD,CNY,1.1595
2024-08-27,USD,INR,168.6922
2024-08-28,USD,EUR,171.461
2024-08-28,USD,JPY,134.6835
2024-08-28,USD,GBP,144.1149
2024-08-28,USD,CNY,66.2383
2024-08-28,USD,INR,133.4062
2024-08-29,USD,EUR,82.9092
2024-08-29,USD,JPY,28.1787
2024-08-29,USD,GBP,13.8879
2024-08-29,USD,CNY,67.3007
2024-08-29,USD,INR,183.7365
2024-08-30,USD,EUR,193.5707
2024-08-30,USD,JPY,174.9869
2024-08-30,USD,GBP,142.1791
2024-08-30,USD,CNY,19.2305
2024-08-30,USD,INR,186.0585
2024-08-31,USD,EUR,100.7521
2024-08-31,USD,JPY,16.1811
