date,from_ccy,to_ccy,rate
2024-08-31,USD,GBP,97.1431
2024-08-31,USD,CNY,120.7778
2024-08-31,USD,INR,162.0031
2024-09-01,USD,EUR,42.215
2024-09-01,USD,JPY,78.5657
2024-09-01,USD,GBP,77.2951
2024-09-01,USD,CNY,46.0928
2024-09-01,USD,INR,130.3609
2024-09-02,USD,EUR,187.7332
2024-09-02,USD,JPY,61.0918
2024-09-02,USD,GBP,35.4498
2024-09-02,USD,CNY,15.1907
2024-09-02,USD,INR,49.6295
2024-09-03,USD,EUR,83.1221
2024-09-03,USD,JPY,169.8855
2024-09-03,USD,GBP,116.5117
2024-09-03,USD,CNY,56.3363
2024-09-03,USD,INR,2.5291
2024-09-04,USD,EUR,40.6098
2024-09-04,USD,JPY,136.9318
2024-09-04,USD,GBP,122.4165
2024-09-04,USD,CNY,143.5665
2024-09-04,USD,INR,133.7347
2024-09-05,USD,EUR,120.4429
2024-09-05,USD,JPY,197.5839
2024-09-05,USD,GBP,6.6578
2024-09-05,USD,CNY,45.3705
2024-09-05,USD,INR,72.5648
2024-09-06,USD,EUR,69.3347
2024-09-06,USD,JPY,137.8548
2024-09-06,USD,GBP,133.4258
2024-09-06,USD,CNY,21.9773
2024-09-06,USD,INR,40.5734
2024-09-07,USD,EUR,142.2435
2024-09-07,USD,JPY,148.0581
2024-09-07,USD,GBP,25.6658
2024-09-07,USD,CNY,138.0101
2024-09-07,USD,INR,190.5944
2024-09-08,USD,EUR,66.3395
2024-09-08,USD,JPY,90.5998
2024-09-08,USD,GBP,20.0797
2024-09-08,USD,CNY,126.4562
2024-09-08,USD,INR,9.9635
2024-09-09,USD,EUR,161.3445
2024-09-09,USD,JPY,156.8427
2024-09-09,USD,GBP,50.2802
2024-09-09,USD,CNY,74.1461
2024-09-09,USD,INR,100.5144
2024-09-10,USD,EUR,111.3121
2024-09-10,USD,JPY,91.4882
2024-09-10,USD,GBP,13.8783
2024-09-10,USD,CNY,140.3513
2024-09-10,USD,INR,154.6873
2024-09-11,USD,EUR,66.2877
2024-09-11,USD,JPY,57.1657
2024-09-11,USD,GBP,170.9361
2024-09-11,USD,CNY,58.7759
2024-09-11,USD,INR,108.5912
2024-09-12,USD,EUR,14.9137
2024-09-12,USD,JPY,71.4302
2024-09-12,USD,GBP,159.9648
2024-09-12,USD,CNY,120.079
2024-09-12,USD,INR,101.3137
2024-09-13,USD,EUR,101.7819
2024-09-13,USD,JPY,179.9425
2024-09-13,USD,GBP,181.9099
2024-09-13,USD,CNY,181.4335
2024-09-13,USD,INR,15.2305
2024-09-14,USD,EUR,24.6004
2024-09-14,USD,JPY,117.6267
2024-09-14,USD,GBP,88.6226
2024-09-14,USD,CNY,83.0244
2024-09-14,USD,INR,115.0817
2024-09-15,USD,EUR,49.5953
2024-09-15,USD,JPY,145.3135
2024-09-15,USD,GBP,81.9378
2024-09-15,USD,CNY,70.7337
2024-09-15,USD,INR,83.0792
2024-09-16,USD,EUR,69.6026
2024-09-16,USD,JPY,101.8747
2024-09-16,USD,GBP,199.0264
2024-09-16,USD,CNY,191.782
2024-09-16,USD,INR,140.7761
2024-09-17,USD,EUR,161.0888
2024-09-17,USD,JPY,77.6524
2024-09-17,USD,GBP,168.0164
2024-09-17,USD,CNY,131.2747
2024-09-17,USD,INR,131.4815
2024-09-18,USD,EUR,141.8327
2024-09-18,USD,JPY,112.9289
2024-09-18,USD,GBP,163.0137
2024-09-18,USD,CNY,177.9294
2024-09-18,USD,INR,191.4197
2024-09-19,USD,EUR,112.7633
2024-09-19,USD,JPY,112.5988
2024-09-19,USD,GBP,53.0763
2024-09-19,USD,CNY,155.8499
2024-09-19,USD,INR,38.3475
2024-09-20,USD,EUR,170.5652
2024-09-20,USD,JPY,162.9724
2024-09-20,USD,GBP,148.2006
2024-09-20,USD,CNY,64.3081
2024-09-20,USD,INR,96.3115
2024-09-21,USD,EUR,161.8531
2024-09-21,USD,JPY,82.1512
2024-09-21,USD,GBP,79.32
2024-09-21,USD,CNY,144.505
2024-09-21,USD,INR,47.9238
2024-09-22,USD,EUR,108.6952
2024-09-22,USD,JPY,168.9261
2024-09-22,USD,GBP,68.9806
2024-09-22,USD,CNY,68.3173
2024-09-22,USD,INR,155.5003
2024-09-23,USD,EUR,191.3449
2024-09-23,USD,JPY,183.1685
2024-09-23,USD,GBP,141.5533
2024-09-23,USD,CNY,116.7328
2024-09-23,USD,INR,18.5356
2024-09-24,USD,EUR,73.8171
2024-09-24,USD,JPY,69.6624
2024-09-24,USD,GBP,80.3557
2024-09-24,USD,CNY,88.9982
2024-09-24,USD,INR,37.9079
2024-09-25,USD,EUR,189.2449
2024-09-25,USD,JPY,113.082
2024-09-25,USD,GBP,130.409
2024-09-25,USD,CNY,148.3788
2024-09-25,USD,INR,152.9184
2024-09-26,USD,EUR,191.8751
2024-09-26,USD,JPY,151.4801
2024-09-26,USD,GBP,151.4447
2024-09-26,USD,CNY,77.0328
2024-09-26,USD,INR,3.5454
2024-09-27,USD,EUR,23.846
2024-09-27,USD,JPY,156.1494
2024-09-27,USD,GBP,17.8486
2024-09-27,USD,CNY,127.605
2024-09-27,USD,INR,6.6228
2024-09-28,USD,EUR,76.8809
2024-09-28,USD,JPY,112.6032
2024-09-28,USD,GBP,65.7723
2024-09-28,USD,CNY,46.3333
2024-09-28,USD,INR,7.3504
2024-09-29,USD,EUR,106.4451
2024-09-29,USD,JPY,107.2141
2024-09-29,USD,GBP,199.0516
2024-09-29,USD,CNY,87.949
2024-09-29,USD,INR,0.6431
2024-09-30,USD,EUR,28.401
2024-09-30,USD,JPY,180.5251
2024-09-30,USD,GBP,180.685
2024-09-30,USD,CNY,185.3201
2024-09-30,USD,INR,142.5353
2024-10-01,USD,EUR,110.3408
2024-10-01,USD,JPY,110.0519
2024-10-01,USD,GBP,188.7288
2024-10-01,USD,CNY,32.0097
2024-10-01,USD,INR,151.7912
2024-10-02,USD,EUR,115.7791
2024-10-02,USD,JPY,85.6712
2024-10-02,USD,GBP,170.5592
2024-10-02,USD,CNY,86.0078
2024-10-02,USD,INR,44.358
2024-10-03,USD,EUR,33.1964
2024-10-03,USD,JPY,3.9817
2024-10-03,USD,GBP,129.5502
2024-10-03,USD,CNY,45.0973
2024-10-03,USD,INR,154.9818
2024-10-04,USD,EUR,100.9058
2024-10-04,USD,JPY,197.3919
2024-10-04,USD,GBP,75.3794
2024-10-04,USD,CNY,84.3952
2024-10-04,USD,INR,0.6918
2024-10-05,USD,EUR,128.2995
2024-10-05,USD,JPY,116.0714
2024-10-05,USD,GBP,139.4556
2024-10-05,USD,CNY,69.8276
2024-10-05,USD,INR,132.0408
2024-10-06,USD,EUR,65.5323
2024-10-06,USD,JPY,161.203
2024-10-06,USD,GBP,167.8792
2024-10-06,USD,CNY,169.3795
2024-10-06,USD,INR,117.9962
2024-10-07,USD,EUR,98.0792
2024-10-07,USD,JPY,7.2765
2024-10-07,USD,GBP,52.4976
2024-10-07,USD,CNY,163.8308
2024-10-07,USD,INR,40.6447
2024-10-08,USD,EUR,49.1758
2024-10-08,USD,JPY,78.7978
2024-10-08,USD,GBP,145.2977
2024-10-08,USD,CNY,1.6247
2024-10-08,USD,INR,189.2815
2024-10-09,USD,EUR,198.9161
2024-10-09,USD,JPY,54.4739
2024-10-09,USD,GBP,85.4286
2024-10-09,USD,CNY,110.1754
2024-10-09,USD,INR,106.7697
2024-10-10,USD,EUR,149.3796
2024-10-10,USD,JPY,48.5968
2024-10-10,USD,GBP,132.3857
2024-10-10,USD,CNY,151.1331
2024-10-10,USD,INR,103.7381
2024-10-11,USD,EUR,100.7714
2024-10-11,USD,JPY,106.9931
2024-10-11,USD,GBP,12.0976
2024-10-11,USD,CNY,32.5852
2024-10-11,USD,INR,42.8629
2024-10-12,USD,EUR,19.3567
2024-10-12,USD,JPY,193.5386
2024-10-12,USD,GBP,160.2604
2024-10-12,USD,CNY,84.7731
2024-10-12,USD,INR,176.4984
2024-10-13,USD,EUR,25.9921
2024-10-13,USD,JPY,54.7883
2024-10-13,USD,GBP,99.3199
2024-10-13,USD,CNY,101.924
2024-10-13,USD,INR,10.2164
2024-10-14,USD,EUR,7.0167
2024-10-14,USD,JPY,65.892
2024-10-14,USD,GBP,10.8239
2024-10-14,USD,CNY,3.3188
2024-10-14,USD,INR,18.5794
2024-10-15,USD,EUR,59.1293
2024-10-15,USD,JPY,24.869
2024-10-15,USD,GBP,63.439
2024-10-15,USD,CNY,157.5986
2024-10-15,USD,INR,153.829
2024-10-16,USD,EUR,3.0927
2024-10-16,USD,JPY,5.6023
2024-10-16,USD,GBP,183.3148
2024-10-16,USD,CNY,134.4688
2024-10-16,USD,INR,193.2521
2024-10-17,USD,EUR,185.0807
2024-10-17,USD,JPY,90.4236
2024-10-17,USD,GBP,104.051
2024-10-17,USD,CNY,187.6678
2024-10-17,USD,INR,51.8978
2024-10-18,USD,EUR,88.4851
2024-10-18,USD,JPY,151.7761
2024-10-18,USD,GBP,46.7426
2024-10-18,USD,CNY,62.1515
2024-10-18,USD,INR,99.4813
2024-10-19,USD,EUR,49.1803
2024-10-19,USD,JPY,80.676
2024-10-19,USD,GBP,114.7048
2024-10-19,USD,CNY,164.1461
2024-10-19,USD,INR,127.4273
2024-10-20,USD,EUR,6.9703
2024-10-20,USD,JPY,121.0743
2024-10-20,USD,GBP,21.3746
2024-10-20,USD,CNY,21.9088
2024-10-20,USD,INR,106.4603
2024-10-21,USD,EUR,189.2899
2024-10-21,USD,JPY,75.9036
2024-10-21,USD,GBP,14.0029
2024-10-21,USD,CNY,44.1975
2024-10-21,USD,INR,22.2875
2024-10-22,USD,EUR,191.8318
2024-10-22,USD,JPY,70.3555
2024-10-22,USD,GBP,25.6076
2024-10-22,USD,CNY,132.2289
2024-10-22,USD,INR,127.6615
2024-10-23,USD,EUR,131.1218
2024-10-23,USD,JPY,142.0905
2024-10-23,USD,GBP,72.0131
2024-10-23,USD,CNY,14.0189
2024-10-23,USD,INR,17.774
2024-10-24,USD,EUR,180.6467
2024-10-24,USD,JPY,131.415
2024-10-24,USD,GBP,39.6656
2024-10-24,USD,CNY,70.9979
2024-10-24,USD,INR,60.3962
2024-10-25,USD,EUR,149.7238
2024-10-25,USD,JPY,115.7758
2024-10-25,USD,GBP,33.6274
2024-10-25,USD,CNY,115.6938
2024-10-25,USD,INR,13.0791
2024-10-26,USD,EUR,36.6975
2024-10-26,USD,JPY,113.161
2024-10-26,USD,GBP,124.4788
2024-10-26,USD,CNY,147.797
2024-10-26,USD,INR,118.1306
2024-10-27,USD,EUR,145.8752
2024-10-27,USD,JPY,46.0397
2024-10-27,USD,GBP,154.4342
2024-10-27,USD,CNY,49.7571
2024-10-27,USD,INR,108.6772
2024-10-28,USD,EUR,89.8078
2024-10-28,USD,JPY,84.0382
2024-10-28,USD,GBP,93.9179
2024-10-28,USD,CNY,170.5905
2024-10-28,USD,INR,7.7366
2024-10-29,USD,EUR,126.7349
2024-10-29,USD,JPY,166.3625
2024-10-29,USD,GBP,168.3879
2024-10-29,USD,CNY,104.9559
2024-10-29,USD,INR,187.6147
2024-10-30,USD,EUR,179.3064
2024-10-30,USD,JPY,167.5873
2024-10-30,USD,GBP,178.9016
2024-10-30,USD,CNY,156.3294
2024-10-30,USD,INR,166.3739
2024-10-31,USD,EUR,3.8307
2024-10-31,USD,JPY,42.8843
2024-10-31,USD,GBP,122.5729
2024-10-31,USD,CNY,194.7679
2024-10-31,USD,INR,110.2476
2024-11-01,USD,EUR,106.9837
2024-11-01,USD,JPY,57.7106
2024-11-01,USD,GBP,133.9897
2024-11-01,USD,CNY,130.6691
2024-11-01,USD,INR,4.7588
2024-11-02,USD,EUR,20.434
2024-11-02,USD,JPY,39.7123
2024-11-02,USD,GBP,48.1442
2024-11-02,USD,CNY,138.2709
2024-11-02,USD,INR,113.9106
2024-11-03,USD,EUR,41.3034
2024-11-03,USD,JPY,124.8852
2024-11-03,USD,GBP,136.9747
2024-11-03,USD,CNY,89.8193
2024-11-03,USD,INR,2.2004
2024-11-04,USD,EUR,77.2733
2024-11-04,USD,JPY,76.6849
2024-11-04,USD,GBP,102.205
2024-11-04,USD,CNY,175.5528
2024-11-04,USD,INR,94.6488
2024-11-05,USD,EUR,69.9761
2024-11-05,USD,JPY,62.129
2024-11-05,USD,GBP,16.429
2024-11-05,USD,CNY,65.4779
2024-11-05,USD,INR,44.8812
2024-11-06,USD,EUR,165.0682
2024-11-06,USD,JPY,21.5352
2024-11-06,USD,GBP,162.6352
2024-11-06,USD,CNY,102.1163
2024-11-06,USD,INR,11.7678
2024-11-07,USD,EUR,87.8239
2024-11-07,USD,JPY,90.0907
2024-11-07,USD,GBP,168.5221
2024-11-07,USD,CNY,98.9119
2024-11-07,USD,INR,118.7867
2024-11-08,USD,EUR,197.5139
2024-11-08,USD,JPY,156.5559
2024-11-08,USD,GBP,162.6525
2024-11-08,USD,CNY,111.9572
2024-11-08,USD,INR,121.5516
2024-11-09,USD,EUR,152.7662
2024-11-09,USD,JPY,174.9771
2024-11-09,USD,GBP,12.2856
2024-11-09,USD,CNY,31.6391
2024-11-09,USD,INR,194.0396
2024-11-10,USD,EUR,198.1989
2024-11-10,USD,JPY,64.2582
2024-11-10,USD,GBP,87.8517
2024-11-10,USD,CNY,7.1825
2024-11-10,USD,INR,100.9445
2024-11-11,USD,EUR,150.6041
2024-11-11,USD,JPY,37.5471
2024-11-11,USD,GBP,136.0753
2024-11-11,USD,CNY,3.0814
2024-11-11,USD,INR,83.8203
2024-11-12,USD,EUR,75.9252
2024-11-12,USD,JPY,98.0163
2024-11-12,USD,GBP,96.6938
2024-11-12,USD,CNY,119.1294
2024-11-12,USD,INR,128.8599
2024-11-13,USD,EUR,53.6245
2024-11-13,USD,JPY,119.6212
2024-11-13,USD,GBP,132.6469
2024-11-13,USD,CNY,35.406
2024-11-13,USD,INR,65.064
2024-11-14,USD,EUR,150.2545
2024-11-14,USD,JPY,93.3343
2024-11-14,USD,GBP,38.2739
2024-11-14,USD,CNY,81.2726
2024-11-14,USD,INR,115.4494
2024-11-15,USD,EUR,83.1343
2024-11-15,USD,JPY,189.6311
2024-11-15,USD,GBP,139.7537
2024-11-15,USD,CNY,19.4016
2024-11-15,USD,INR,149.1476
2024-11-16,USD,EUR,63.6128
2024-11-16,USD,JPY,90.7952
2024-11-16,USD,GBP,153.2207
2024-11-16,USD,CNY,71.4111
2024-11-16,USD,INR,143.9756
2024-11-17,USD,EUR,194.5261
2024-11-17,USD,JPY,59.7856
2024-11-17,USD,GBP,162.2696
2024-11-17,USD,CNY,164.808
2024-11-17,USD,INR,106.6028
2024-11-18,USD,EUR,196.6281
2024-11-18,USD,JPY,64.9662
2024-11-18,USD,GBP,144.2
2024-11-18,USD,CNY,131.1117
2024-11-18,USD,INR,189.6541
2024-11-19,USD,EUR,114.9023
2024-11-19,USD,JPY,10.1819
2024-11-19,USD,GBP,22.9441
2024-11-19,USD,CNY,104.3648
2024-11-19,USD,INR,189.6817
2024-11-20,USD,EUR,152.4986
2024-11-20,USD,JPY,21.0536
2024-11-20,USD,GBP,22.8873
2024-11-20,USD,CNY,147.2948
2024-11-20,USD,INR,95.5265
2024-11-21,USD,EUR,50.3063
2024-11-21,USD,JPY,46.8286
2024-11-21,USD,GBP,172.9879
2024-11-21,USD,CNY,15.3763
2024-11-21,USD,INR,92.2594
2024-11-22,USD,EUR,57.7264
2024-11-22,USD,JPY,84.3817
2024-11-22,USD,GBP,198.6408
2024-11-22,USD,CNY,129.9774
2024-11-22,USD,INR,12.5268
2024-11-23,USD,EUR,83.0347
2024-11-23,USD,JPY,173.199
2024-11-23,USD,GBP,197.986
2024-11-23,USD,CNY,2.3445
2024-11-23,USD,INR,121.8997
2024-11-24,USD,EUR,40.8536
2024-11-24,USD,JPY,147.1789
2024-11-24,USD,GBP,198.5016
2024-11-24,USD,CNY,171.9665
2024-11-24,USD,INR,45.0562
2024-11-25,USD,EUR,87.0666
2024-11-25,USD,JPY,140.6583
2024-11-25,USD,GBP,35.9068
2024-11-25,USD,CNY,97.2311
2024-11-25,USD,INR,102.0745
2024-11-26,USD,EUR,85.9511
2024-11-26,USD,JPY,50.1005
2024-11-26,USD,GBP,125.3082
2024-11-26,USD,CNY,149.4375
2024-11-26,USD,INR,180.0397
2024-11-27,USD,EUR,75.6761
2024-11-27,USD,JPY,137.786
2024-11-27,USD,GBP,170.895
2024-11-27,USD,CNY,155.5964
2024-11-27,USD,INR,115.8277
2024-11-28,USD,EUR,49.2199
2024-11-28,USD,JPY,124.9218
2024-11-28,USD,GBP,177.2045
2024-11-28,USD,CNY,28.1121
2024-11-28,USD,INR,153.9767
2024-11-29,USD,EUR,90.688
2024-11-29,USD,JPY,68.1309
2024-11-29,USD,GBP,63.7001
2024-11-29,USD,CNY,176.186
2024-11-29,USD,INR,67.7801
2024-11-30,USD,EUR,94.3665
2024-11-30,USD,JPY,106.328
2024-11-30,USD,GBP,190.5623
2024-11-30,USD,CNY,27.1286
2024-11-30,USD,INR,38.8795
2024-12-01,USD,EUR,109.0112
2024-12-01,USD,JPY,164.8655
2024-12-01,USD,GBP,40.9047
2024-12-01,USD,CNY,33.6545
2024-12-01,USD,INR,54.234
2024-12-02,USD,EUR,135.608
2024-12-02,USD,JPY,174.8343
2024-12-02,USD,GBP,29.4961
2024-12-02,USD,CNY,18.1903
2024-12-02,USD,INR,22.4653
2024-12-03,USD,EUR,105.3043
2024-12-03,USD,JPY,134.5079
2024-12-03,USD,GBP,154.6933
2024-12-03,USD,CNY,143.1937
2024-12-03,USD,INR,137.76
2024-12-04,USD,EUR,181.9003
2024-12-04,USD,JPY,75.8778
2024-12-04,USD,GBP,187.1372
2024-12-04,USD,CNY,191.7374
2024-12-04,USD,INR,50.562
2024-12-05,USD,EUR,83.8843
2024-12-05,USD,JPY,161.1838
2024-12-05,USD,GBP,190.5586
2024-12-05,USD,CNY,199.5325
2024-12-05,USD,INR,126.7028
2024-12-06,USD,EUR,5.4048
2024-12-06,USD,JPY,137.0637
2024-12-06,USD,GBP,69.2362
2024-12-06,USD,CNY,198.7185
2024-12-06,USD,INR,94.182
2024-12-07,USD,EUR,151.6062
2024-12-07,USD,JPY,150.5438
2024-12-07,USD,GBP,139.1653
2024-12-07,USD,CNY,82.935
2024-12-07,USD,INR,19.6486
2024-12-08,USD,EUR,198.18
2024-12-08,USD,JPY,38.2474
2024-12-08,USD,GBP,25.0091
2024-12-08,USD,CNY,122.3367
2024-12-08,USD,INR,36.1812
2024-12-09,USD,EUR,114.5963
2024-12-09,USD,JPY,56.4633
2024-12-09,USD,GBP,154.4927
2024-12-09,USD,CNY,142.6886
2024-12-09,USD,INR,35.5523
2024-12-10,USD,EUR,192.524
2024-12-10,USD,JPY,44.9726
2024-12-10,USD,GBP,102.3305
2024-12-10,USD,CNY,139.5927
2024-12-10,USD,INR,173.4745
2024-12-11,USD,EUR,152.9761
2024-12-11,USD,JPY,171.1313
2024-12-11,USD,GBP,37.4932
2024-12-11,USD,CNY,48.5103
2024-12-11,USD,INR,116.1632
2024-12-12,USD,EUR,173.5745
2024-12-12,USD,JPY,19.4112
2024-12-12,USD,GBP,100.6091
2024-12-12,USD,CNY,55.2776
2024-12-12,USD,INR,73.9274
2024-12-13,USD,EUR,13.3526
2024-12-13,USD,JPY,108.0617
2024-12-13,USD,GBP,33.2552
2024-12-13,USD,CNY,107.9851
2024-12-13,USD,INR,106.2025
2024-12-14,USD,EUR,184.5301
2024-12-14,USD,JPY,48.1878
2024-12-14,USD,GBP,52.6251
2024-12-14,USD,CNY,1.2182
2024-12-14,USD,INR,178.1628
2024-12-15,USD,EUR,69.7577
2024-12-15,USD,JPY,45.3193
2024-12-15,USD,GBP,41.0035
2024-12-15,USD,CNY,183.0136
2024-12-15,USD,INR,101.2647
2024-12-16,USD,EUR,86.503
2024-12-16,USD,JPY,38.5614
2024-12-16,USD,GBP,133.7137
2024-12-16,USD,CNY,174.2802
2024-12-16,USD,INR,2.3098
2024-12-17,USD,EUR,196.7789
2024-12-17,USD,JPY,116.1246
2024-12-17,USD,GBP,151.1243
2024-12-17,USD,CNY,190.269
2024-12-17,USD,INR,72.3778
2024-12-18,USD,EUR,20.5022
2024-12-18,USD,JPY,165.7495
2024-12-18,USD,GBP,100.9972
2024-12-18,USD,CNY,142.9015
2024-12-18,USD,INR,131.0218
2024-12-19,USD,EUR,18.9295
2024-12-19,USD,JPY,29.9779
2024-12-19,USD,GBP,147.9594
2024-12-19,USD,CNY,73.6539
2024-12-19,USD,INR,105.1396
2024-12-20,USD,EUR,34.9375
2024-12-20,USD,JPY,108.209
2024-12-20,USD,GBP,181.491
2024-12-20,USD,CNY,63.0889
2024-12-20,USD,INR,58.7883
2024-12-21,USD,EUR,125.2088
2024-12-21,USD,JPY,59.9622
2024-12-21,USD,GBP,77.627
2024-12-21,USD,CNY,137.2019
2024-12-21,USD,INR,105.0084
2024-12-22,USD,EUR,174.7087
2024-12-22,USD,JPY,107.884
2024-12-22,USD,GBP,42.5746
2024-12-22,USD,CNY,115.5356
2024-12-22,USD,INR,170.2821
2024-12-23,USD,EUR,109.1028
2024-12-23,USD,JPY,35.8301
2024-12-23,USD,GBP,119.798
2024-12-23,USD,CNY,130.3878
2024-12-23,USD,INR,58.2512
2024-12-24,USD,EUR,93.6327
2024-12-24,USD,JPY,175.0867
2024-12-24,USD,GBP,43.0869
2024-12-24,USD,CNY,42.2628
2024-12-24,USD,INR,79.6268
2024-12-25,USD,EUR,49.1954
2024-12-25,USD,JPY,170.4601
2024-12-25,USD,GBP,59.0559
2024-12-25,USD,CNY,8.8551
2024-12-25,USD,INR,94.0833
2024-12-26,USD,EUR,148.9718
2024-12-26,USD,JPY,193.5057
2024-12-26,USD,GBP,30.8737
2024-12-26,USD,CNY,154.0128
2024-12-26,USD,INR,47.5055
2024-12-27,USD,EUR,41.8932
2024-12-27,USD,JPY,178.1648
2024-12-27,USD,GBP,62.6635
2024-12-27,USD,CNY,10.2957
2024-12-27,USD,INR,165.1616
2024-12-28,USD,EUR,57.1544
2024-12-28,USD,JPY,177.3123
2024-12-28,USD,GBP,100.1721
2024-12-28,USD,CNY,114.4072
2024-12-28,USD,INR,126.5218
2024-12-29,USD,EUR,86.9049
2024-12-29,USD,JPY,199.7486
2024-12-29,USD,GBP,51.1984
2024-12-29,USD,CNY,130.5736
2024-12-29,USD,INR,44.9026
2024-12-30,USD,EUR,199.4465
2024-12-30,USD,JPY,7.3966
2024-12-30,USD,GBP,188.5856
2024-12-30,USD,CNY,12.6821
2024-12-30,USD,INR,190.1745
